,time,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
17,2025-03-14 17:00:03.350000,0.9069824,0.28320312,0.22875977,-0.67138666,-0.18310545,-0.3662109
18,2025-03-14 17:00:03.360000,0.9067383,0.28222656,0.23095703,-1.0375977,0.061035153,-0.3662109
19,2025-03-14 17:00:03.370000,0.9069824,0.28271484,0.23144531,-1.0375977,0.30517578,-0.42724606
20,2025-03-14 17:00:03.380000,0.9067383,0.2836914,0.2355957,-0.97656244,0.48828122,-0.3662109
21,2025-03-14 17:00:03.390000,0.90405273,0.28710938,0.23876953,-0.7324218,0.5493164,-0.42724606
22,2025-03-14 17:00:03.400000,0.9074707,0.28759766,0.24194336,-0.61035156,0.3662109,-0.42724606
23,2025-03-14 17:00:03.410000,0.9074707,0.2861328,0.24194336,-0.67138666,-0.122070305,-0.30517578
24,2025-03-14 17:00:03.420000,0.9074707,0.28222656,0.24267578,-0.8544921,-0.42724606,-0.24414061
25,2025-03-14 17:00:03.430000,0.9082031,0.28295898,0.23999023,-0.8544921,-0.42724606,-0.30517578
26,2025-03-14 17:00:03.440000,0.9111328,0.2836914,0.23876953,-0.61035156,-0.48828122,-0.24414061
27,2025-03-14 17:00:03.450000,0.91015625,0.28295898,0.23388672,-0.5493164,-0.793457,-0.18310545
28,2025-03-14 17:00:03.460000,0.90966797,0.28393555,0.23266602,-0.5493164,-0.97656244,-0.30517578
29,2025-03-14 17:00:03.470000,0.90966797,0.28222656,0.23022461,-0.18310545,-1.0375977,-0.30517578
30,2025-03-14 17:00:03.480000,0.9086914,0.28149414,0.22631836,-0.061035153,-0.7324218,-0.42724606
31,2025-03-14 17:00:03.490000,0.90771484,0.28222656,0.22607422,-0.061035153,-0.30517578,-0.5493164
32,2025-03-14 17:00:03.500000,0.9074707,0.28222656,0.22485352,-0.30517578,0.061035153,-0.5493164
33,2025-03-14 17:00:03.510000,0.9067383,0.28100586,0.22460938,-0.3662109,0.30517578,-0.67138666
34,2025-03-14 17:00:03.520000,0.9038086,0.28100586,0.2253418,-0.3662109,0.48828122,-0.67138666
35,2025-03-14 17:00:03.530000,0.90527344,0.28295898,0.2290039,-0.5493164,0.42724606,-0.5493164
36,2025-03-14 17:00:03.540000,0.90600586,0.2849121,0.22924805,-0.61035156,0.48828122,-0.5493164
37,2025-03-14 17:00:03.550000,0.9042969,0.28564453,0.23046875,-0.7324218,0.61035156,-0.48828122
38,2025-03-14 17:00:03.560000,0.90478516,0.28710938,0.23339844,-0.7324218,0.7324218,-0.48828122
39,2025-03-14 17:00:03.570000,0.90722656,0.2849121,0.23339844,-0.7324218,0.97656244,-0.42724606
40,2025-03-14 17:00:03.590000,0.9067383,0.28466797,0.23706055,-0.8544921,1.0986328,-0.3662109
41,2025-03-14 17:00:03.600000,0.90649414,0.28320312,0.23388672,-0.97656244,1.2817382,-0.48828122
42,2025-03-14 17:00:03.610000,0.90771484,0.28051758,0.23510742,-1.0375977,1.4038085,-0.48828122
43,2025-03-14 17:00:03.620000,0.9069824,0.27856445,0.23754883,-0.97656244,1.2207031,-0.42724606
44,2025-03-14 17:00:03.629999,0.90600586,0.28076172,0.234375,-1.2817382,1.2207031,-0.42724606
45,2025-03-14 17:00:03.639999,0.9050293,0.28149414,0.23632812,-1.6479491,1.2817382,-0.30517578
46,2025-03-14 17:00:03.649999,0.90478516,0.2824707,0.23510742,-2.0751953,1.0375977,-0.30517578
47,2025-03-14 17:00:03.659999,0.90649414,0.2861328,0.23706055,-2.319336,0.67138666,-0.18310545
48,2025-03-14 17:00:03.669999,0.9069824,0.2849121,0.23876953,-2.0141602,0.30517578,-0.061035153
49,2025-03-14 17:00:03.679999,0.9094238,0.28149414,0.23876953,-1.0375977,-0.3662109,-0.061035153
50,2025-03-14 17:00:03.690000,0.9111328,0.28320312,0.23535156,-0.30517578,-0.67138666,-0.30517578
51,2025-03-14 17:00:03.700000,0.9094238,0.28686523,0.23046875,-0.61035156,-0.42724606,-0.30517578
52,2025-03-14 17:00:03.710000,0.9057617,0.28198242,0.22851562,-1.2817382,0.061035153,-0.24414061
53,2025-03-14 17:00:03.720000,0.90283203,0.28051758,0.22875977,-1.7089843,0.67138666,-0.18310545
54,2025-03-14 17:00:03.730000,0.90405273,0.28051758,0.23388672,-1.5258788,0.67138666,-0.122070305
55,2025-03-14 17:00:03.740000,0.90649414,0.27978516,0.2355957,-1.4038085,0.061035153,0.061035153
56,2025-03-14 17:00:03.750000,0.90625,0.28076172,0.23217773,-1.586914,-0.48828122,0.0
57,2025-03-14 17:00:03.760000,0.9067383,0.28149414,0.23071289,-1.4648436,-0.3662109,-0.061035153
58,2025-03-14 17:00:03.770000,0.9067383,0.28027344,0.23168945,-1.7089843,0.24414061,-0.061035153
59,2025-03-14 17:00:03.780000,0.90600586,0.27954102,0.2331543,-1.9531249,0.7324218,-0.122070305
60,2025-03-14 17:00:03.790000,0.9069824,0.28100586,0.23779297,-2.0141602,0.61035156,-0.122070305
61,2025-03-14 17:00:03.800000,0.90771484,0.28442383,0.24047852,-2.1362305,0.3662109,-0.061035153
62,2025-03-14 17:00:03.810000,0.90893555,0.28588867,0.24145508,-2.4414062,0.18310545,0.061035153
63,2025-03-14 17:00:03.820000,0.90771484,0.28271484,0.23803711,-2.319336,0.24414061,-0.061035153
64,2025-03-14 17:00:03.830000,0.9099121,0.27807617,0.2368164,-1.9531249,0.48828122,-0.061035153
65,2025-03-14 17:00:03.840000,0.9123535,0.27124023,0.23999023,-1.6479491,0.67138666,-0.18310545
66,2025-03-14 17:00:03.850000,0.9091797,0.2746582,0.2397461,-1.2817382,0.48828122,-0.3662109
67,2025-03-14 17:00:03.860000,0.90771484,0.2775879,0.23706055,-0.9155273,0.24414061,-0.42724606
68,2025-03-14 17:00:03.870000,0.9067383,0.27929688,0.23608398,-0.48828122,-0.061035153,-0.48828122
69,2025-03-14 17:00:03.879999,0.9094238,0.27954102,0.234375,-0.3662109,-0.30517578,-0.48828122
70,2025-03-14 17:00:03.889999,0.9082031,0.2824707,0.23413086,-0.48828122,-0.30517578,-0.61035156
71,2025-03-14 17:00:03.900000,0.9057617,0.27978516,0.22875977,-0.42724606,-0.24414061,-0.5493164
72,2025-03-14 17:00:03.910000,0.9030762,0.28125,0.2277832,-0.30517578,0.122070305,-0.61035156
73,2025-03-14 17:00:03.920000,0.9055176,0.28222656,0.22851562,-0.3662109,0.61035156,-0.67138666
74,2025-03-14 17:00:03.930000,0.90625,0.28344727,0.2355957,-0.48828122,0.8544921,-0.67138666
75,2025-03-14 17:00:03.940000,0.90478516,0.2836914,0.23754883,-0.67138666,0.8544921,-0.61035156
76,2025-03-14 17:00:03.950000,0.9067383,0.28344727,0.23608398,-0.7324218,0.61035156,-0.48828122
77,2025-03-14 17:00:03.960000,0.90844727,0.28344727,0.23803711,-0.67138666,0.5493164,-0.42724606
78,2025-03-14 17:00:03.970000,0.9086914,0.28051758,0.23632812,-0.42724606,0.61035156,-0.42724606
79,2025-03-14 17:00:03.980000,0.90893555,0.27441406,0.23535156,-0.3662109,0.7324218,-0.5493164
80,2025-03-14 17:00:03.990000,0.90966797,0.2763672,0.23950195,-0.42724606,0.793457,-0.67138666
81,2025-03-14 17:00:04.000000,0.9055176,0.2783203,0.23535156,-0.24414061,0.67138666,-0.67138666
82,2025-03-14 17:00:04.010000,0.9057617,0.2775879,0.23632812,-0.18310545,0.5493164,-0.67138666
83,2025-03-14 17:00:04.020000,0.9067383,0.27783203,0.2368164,-0.18310545,0.122070305,-0.7324218
84,2025-03-14 17:00:04.030000,0.90600586,0.2783203,0.23779297,-0.3662109,-0.24414061,-0.61035156
85,2025-03-14 17:00:04.040000,0.9055176,0.27807617,0.23706055,-0.42724606,-0.24414061,-0.48828122
86,2025-03-14 17:00:04.050000,0.90625,0.28173828,0.23583984,-0.42724606,0.0,-0.5493164
87,2025-03-14 17:00:04.060000,0.90405273,0.28076172,0.2331543,-0.42724606,0.30517578,-0.61035156
88,2025-03-14 17:00:04.070000,0.90405273,0.27954102,0.23486328,-0.5493164,0.48828122,-0.61035156
89,2025-03-14 17:00:04.080000,0.90478516,0.28198242,0.23657227,-0.61035156,0.42724606,-0.5493164
90,2025-03-14 17:00:04.090000,0.90527344,0.28271484,0.23754883,-0.5493164,0.3662109,-0.5493164
91,2025-03-14 17:00:04.100000,0.9057617,0.28222656,0.23632812,-0.793457,0.42724606,-0.48828122
92,2025-03-14 17:00:04.110000,0.9069824,0.28027344,0.23632812,-0.793457,0.61035156,-0.48828122
93,2025-03-14 17:00:04.120000,0.9074707,0.28051758,0.23706055,-0.7324218,0.7324218,-0.42724606
94,2025-03-14 17:00:04.130000,0.9069824,0.28271484,0.23950195,-0.67138666,0.5493164,-0.3662109
95,2025-03-14 17:00:04.140000,0.90527344,0.27929688,0.23754883,-0.48828122,0.30517578,-0.42724606
96,2025-03-14 17:00:04.150000,0.90844727,0.27929688,0.23950195,-0.42724606,0.24414061,-0.48828122
97,2025-03-14 17:00:04.160000,0.907959,0.28051758,0.23754883,-0.48828122,0.24414061,-0.48828122
98,2025-03-14 17:00:04.170000,0.90771484,0.2788086,0.23510742,-0.48828122,0.24414061,-0.48828122
99,2025-03-14 17:00:04.180000,0.90625,0.27539062,0.23657227,-0.61035156,0.48828122,-0.42724606
100,2025-03-14 17:00:04.190000,0.904541,0.27539062,0.23461914,-0.67138666,0.61035156,-0.48828122
101,2025-03-14 17:00:04.200000,0.90771484,0.2770996,0.23364258,-0.67138666,0.67138666,-0.48828122
102,2025-03-14 17:00:04.210000,0.9074707,0.27929688,0.23413086,-0.7324218,0.67138666,-0.48828122
103,2025-03-14 17:00:04.220000,0.9042969,0.27807617,0.23706055,-0.8544921,0.793457,-0.48828122
104,2025-03-14 17:00:04.230000,0.904541,0.2788086,0.23510742,-1.2207031,0.8544921,-0.42724606
105,2025-03-14 17:00:04.240000,0.9074707,0.27929688,0.23608398,-1.2817382,0.793457,-0.42724606
106,2025-03-14 17:00:04.250000,0.9086914,0.28051758,0.23925781,-1.0375977,0.7324218,-0.48828122
107,2025-03-14 17:00:04.260000,0.9082031,0.28295898,0.23754883,-1.0375977,0.61035156,-0.48828122
108,2025-03-14 17:00:04.270000,0.9069824,0.28271484,0.23803711,-0.97656244,0.5493164,-0.3662109
109,2025-03-14 17:00:04.280000,0.9074707,0.28320312,0.2397461,-0.8544921,0.7324218,-0.42724606
110,2025-03-14 17:00:04.290000,0.90600586,0.27954102,0.24291992,-0.61035156,0.8544921,-0.48828122
111,2025-03-14 17:00:04.300000,0.9086914,0.27905273,0.24267578,-0.48828122,0.67138666,-0.48828122
112,2025-03-14 17:00:04.310000,0.907959,0.28076172,0.24072266,-0.42724606,0.3662109,-0.61035156
113,2025-03-14 17:00:04.320000,0.9086914,0.28198242,0.2409668,-0.3662109,0.18310545,-0.5493164
114,2025-03-14 17:00:04.330000,0.90844727,0.28027344,0.23852539,-0.24414061,0.061035153,-0.5493164
115,2025-03-14 17:00:04.340000,0.90844727,0.2800293,0.23828125,-0.18310545,0.061035153,-0.5493164
116,2025-03-14 17:00:04.350000,0.90844727,0.28125,0.23999023,-0.3662109,-0.061035153,-0.48828122
117,2025-03-14 17:00:04.360000,0.9074707,0.28222656,0.23828125,-0.42724606,-0.061035153,-0.42724606
118,2025-03-14 17:00:04.370000,0.9074707,0.28100586,0.23583984,-0.48828122,0.061035153,-0.3662109
119,2025-03-14 17:00:04.380000,0.9091797,0.28295898,0.23828125,-0.42724606,0.122070305,-0.42724606
120,2025-03-14 17:00:04.390000,0.90844727,0.28076172,0.23535156,-0.122070305,-0.061035153,-0.42724606
121,2025-03-14 17:00:04.400000,0.9074707,0.28076172,0.23657227,-0.061035153,0.061035153,-0.48828122
122,2025-03-14 17:00:04.410000,0.907959,0.27954102,0.23901367,-0.18310545,0.42724606,-0.42724606
123,2025-03-14 17:00:04.420000,0.9055176,0.2783203,0.24023438,-0.30517578,0.5493164,-0.3662109
124,2025-03-14 17:00:04.430000,0.90478516,0.28027344,0.24072266,-0.48828122,0.30517578,-0.30517578
125,2025-03-14 17:00:04.440000,0.90527344,0.27929688,0.23852539,-0.48828122,0.0,-0.3662109
126,2025-03-14 17:00:04.450000,0.9069824,0.27807617,0.23852539,-0.30517578,0.0,-0.42724606
127,2025-03-14 17:00:04.460000,0.907959,0.2783203,0.23950195,-0.061035153,0.061035153,-0.5493164
128,2025-03-14 17:00:04.470000,0.91015625,0.2788086,0.23852539,0.18310545,0.122070305,-0.67138666
129,2025-03-14 17:00:04.480000,0.9094238,0.2800293,0.23876953,0.24414061,0.30517578,-0.7324218
130,2025-03-14 17:00:04.490000,0.9086914,0.2800293,0.23852539,0.24414061,0.42724606,-0.793457
131,2025-03-14 17:00:04.500000,0.9074707,0.2783203,0.23583984,0.30517578,0.5493164,-0.793457
132,2025-03-14 17:00:04.510000,0.9057617,0.27954102,0.23779297,0.24414061,0.5493164,-0.793457
133,2025-03-14 17:00:04.520000,0.904541,0.28076172,0.23608398,0.24414061,0.48828122,-0.793457
134,2025-03-14 17:00:04.530000,0.90405273,0.28125,0.23583984,0.18310545,0.24414061,-0.61035156
135,2025-03-14 17:00:04.540000,0.90625,0.28076172,0.234375,0.0,0.18310545,-0.61035156
136,2025-03-14 17:00:04.550000,0.9067383,0.28100586,0.23706055,-0.122070305,0.24414061,-0.5493164
137,2025-03-14 17:00:04.560000,0.90893555,0.2824707,0.23388672,-0.24414061,0.18310545,-0.5493164
138,2025-03-14 17:00:04.570000,0.90966797,0.28222656,0.23754883,-0.3662109,0.24414061,-0.5493164
139,2025-03-14 17:00:04.580000,0.9074707,0.28027344,0.24121094,-0.3662109,0.3662109,-0.48828122
140,2025-03-14 17:00:04.590000,0.90600586,0.27905273,0.23852539,-0.18310545,0.3662109,-0.5493164
141,2025-03-14 17:00:04.600000,0.9057617,0.2788086,0.23583984,-0.18310545,0.48828122,-0.48828122
142,2025-03-14 17:00:04.610000,0.90649414,0.27954102,0.23950195,-0.24414061,0.61035156,-0.5493164
143,2025-03-14 17:00:04.620000,0.90722656,0.28149414,0.23779297,-0.30517578,0.42724606,-0.5493164
144,2025-03-14 17:00:04.630000,0.9074707,0.28173828,0.23657227,-0.3662109,0.122070305,-0.48828122
145,2025-03-14 17:00:04.640000,0.90722656,0.28173828,0.23413086,-0.3662109,0.122070305,-0.48828122
146,2025-03-14 17:00:04.650000,0.90405273,0.28027344,0.23657227,-0.24414061,0.24414061,-0.48828122
147,2025-03-14 17:00:04.660000,0.9067383,0.2788086,0.2368164,-0.18310545,0.24414061,-0.5493164
148,2025-03-14 17:00:04.670000,0.90771484,0.28295898,0.23461914,-0.3662109,0.18310545,-0.42724606
149,2025-03-14 17:00:04.680000,0.90722656,0.28125,0.2355957,-0.48828122,0.18310545,-0.3662109
150,2025-03-14 17:00:04.690000,0.9057617,0.27954102,0.23632812,-0.42724606,0.3662109,-0.3662109
151,2025-03-14 17:00:04.700000,0.904541,0.28125,0.23730469,-0.48828122,0.3662109,-0.3662109
152,2025-03-14 17:00:04.710000,0.9050293,0.28271484,0.23828125,-0.48828122,0.30517578,-0.3662109
153,2025-03-14 17:00:04.720000,0.90625,0.28222656,0.23779297,-0.67138666,0.30517578,-0.30517578
154,2025-03-14 17:00:04.730000,0.9074707,0.28125,0.23583984,-0.8544921,0.42724606,-0.30517578
155,2025-03-14 17:00:04.740000,0.9082031,0.27978516,0.23486328,-0.793457,0.5493164,-0.30517578
156,2025-03-14 17:00:04.750000,0.9069824,0.28051758,0.2368164,-0.61035156,0.5493164,-0.42724606
157,2025-03-14 17:00:04.760000,0.9057617,0.28100586,0.23999023,-0.61035156,0.61035156,-0.3662109
158,2025-03-14 17:00:04.770000,0.9069824,0.27954102,0.23876953,-0.61035156,0.48828122,-0.42724606
159,2025-03-14 17:00:04.780000,0.9057617,0.2788086,0.23852539,-0.48828122,0.48828122,-0.42724606
160,2025-03-14 17:00:04.800000,0.90722656,0.2788086,0.23876953,-0.42724606,0.48828122,-0.42724606
161,2025-03-14 17:00:04.810000,0.9067383,0.2770996,0.24023438,-0.42724606,0.48828122,-0.30517578
162,2025-03-14 17:00:04.820000,0.9099121,0.27685547,0.24121094,-0.061035153,0.18310545,-0.30517578
163,2025-03-14 17:00:04.830000,0.90893555,0.27734375,0.24267578,0.48828122,-0.061035153,-0.5493164
164,2025-03-14 17:00:04.840000,0.9116211,0.27856445,0.24804688,0.42724606,-0.061035153,-0.67138666
165,2025-03-14 17:00:04.850000,0.9121094,0.2836914,0.25463867,0.122070305,0.0,-0.61035156
166,2025-03-14 17:00:04.860000,0.90600586,0.2854004,0.2475586,0.0,-0.24414061,-0.7324218
167,2025-03-14 17:00:04.870000,0.90527344,0.28295898,0.24047852,0.3662109,-0.5493164,-0.67138666
168,2025-03-14 17:00:04.879999,0.9057617,0.28198242,0.23291016,0.67138666,-0.5493164,-0.67138666
169,2025-03-14 17:00:04.889999,0.9057617,0.28198242,0.23022461,0.67138666,0.0,-0.61035156
170,2025-03-14 17:00:04.900000,0.904541,0.28222656,0.23364258,0.61035156,0.61035156,-0.7324218
171,2025-03-14 17:00:04.910000,0.904541,0.28271484,0.23657227,0.48828122,0.48828122,-0.793457
172,2025-03-14 17:00:04.920000,0.9067383,0.28466797,0.23608398,0.30517578,-0.061035153,-0.7324218
173,2025-03-14 17:00:04.930000,0.904541,0.28344727,0.22998047,-0.061035153,-0.42724606,-0.5493164
174,2025-03-14 17:00:04.940000,0.9038086,0.28173828,0.22436523,-0.24414061,0.0,-0.3662109
175,2025-03-14 17:00:04.950000,0.90234375,0.27905273,0.22851562,-0.18310545,0.48828122,-0.3662109
176,2025-03-14 17:00:04.960000,0.907959,0.2770996,0.23388672,-0.061035153,0.67138666,-0.3662109
177,2025-03-14 17:00:04.970000,0.9104004,0.27685547,0.2355957,0.18310545,0.48828122,-0.42724606
178,2025-03-14 17:00:04.980000,0.90966797,0.2775879,0.23925781,0.42724606,0.61035156,-0.61035156
179,2025-03-14 17:00:04.990000,0.9086914,0.27783203,0.23852539,0.3662109,0.97656244,-0.793457
180,2025-03-14 17:00:05.000000,0.90600586,0.2775879,0.24194336,0.3662109,1.2207031,-0.9155273
181,2025-03-14 17:00:05.010000,0.9042969,0.2770996,0.2397461,0.5493164,1.0375977,-0.793457
182,2025-03-14 17:00:05.020000,0.9038086,0.28027344,0.23217773,0.8544921,0.793457,-0.97656244
183,2025-03-14 17:00:05.030000,0.9025879,0.2775879,0.23046875,1.159668,0.793457,-1.0986328
184,2025-03-14 17:00:05.040000,0.9042969,0.27978516,0.23291016,0.793457,0.9155273,-0.97656244
185,2025-03-14 17:00:05.050000,0.90771484,0.28173828,0.23535156,0.24414061,0.9155273,-0.8544921
186,2025-03-14 17:00:05.060000,0.90649414,0.28564453,0.23632812,-0.061035153,0.3662109,-0.8544921
187,2025-03-14 17:00:05.070000,0.9030762,0.28564453,0.23413086,-0.122070305,0.18310545,-0.8544921
188,2025-03-14 17:00:05.080000,0.9067383,0.2849121,0.23242188,-0.122070305,0.48828122,-0.7324218
189,2025-03-14 17:00:05.090000,0.90844727,0.2836914,0.23852539,-0.24414061,0.5493164,-0.5493164
190,2025-03-14 17:00:05.100000,0.9086914,0.2854004,0.24267578,-0.3662109,0.3662109,-0.61035156
191,2025-03-14 17:00:05.110000,0.90844727,0.28222656,0.24291992,-0.3662109,0.18310545,-0.5493164
192,2025-03-14 17:00:05.120000,0.90893555,0.2824707,0.24047852,-0.3662109,0.24414061,-0.48828122
193,2025-03-14 17:00:05.130000,0.9067383,0.28076172,0.23608398,-0.42724606,0.24414061,-0.61035156
194,2025-03-14 17:00:05.140000,0.9050293,0.28295898,0.23120117,-0.3662109,0.42724606,-0.7324218
195,2025-03-14 17:00:05.150000,0.90283203,0.28686523,0.23168945,-0.24414061,0.9155273,-0.8544921
196,2025-03-14 17:00:05.160000,0.90478516,0.29052734,0.23779297,-0.30517578,1.2817382,-0.7324218
197,2025-03-14 17:00:05.170000,0.9055176,0.29248047,0.2409668,-0.61035156,1.2207031,-0.48828122
198,2025-03-14 17:00:05.180000,0.9042969,0.29223633,0.24316406,-0.5493164,1.159668,-0.30517578
199,2025-03-14 17:00:05.190000,0.9099121,0.28955078,0.24243164,-0.122070305,1.2207031,-0.061035153
200,2025-03-14 17:00:05.200000,0.91015625,0.28808594,0.24414062,0.122070305,1.5258788,-0.24414061
201,2025-03-14 17:00:05.210000,0.91015625,0.28393555,0.24584961,-0.061035153,1.8920897,-0.42724606
202,2025-03-14 17:00:05.220000,0.9104004,0.28027344,0.25,-0.122070305,2.0751953,-0.5493164
203,2025-03-14 17:00:05.230000,0.9111328,0.28125,0.2553711,0.122070305,1.3427733,-0.5493164
204,2025-03-14 17:00:05.240000,0.9116211,0.28637695,0.26098633,0.3662109,0.30517578,-0.61035156
205,2025-03-14 17:00:05.250000,0.9069824,0.2902832,0.25634766,0.42724606,-0.42724606,-0.48828122
206,2025-03-14 17:00:05.260000,0.90625,0.28979492,0.24316406,0.30517578,-0.30517578,-0.30517578
207,2025-03-14 17:00:05.270000,0.9082031,0.2849121,0.23413086,0.5493164,0.0,-0.3662109
208,2025-03-14 17:00:05.280000,0.9074707,0.27905273,0.2331543,1.2207031,0.0,-0.5493164
209,2025-03-14 17:00:05.290000,0.90600586,0.27368164,0.23486328,2.1362305,-0.30517578,-0.793457
210,2025-03-14 17:00:05.300000,0.91259766,0.28051758,0.23754883,2.2583008,-0.48828122,-0.8544921
211,2025-03-14 17:00:05.310000,0.90844727,0.28149414,0.24121094,1.9531249,-0.61035156,-0.97656244
212,2025-03-14 17:00:05.320000,0.9108887,0.28100586,0.24536133,1.8920897,-0.97656244,-1.0375977
213,2025-03-14 17:00:05.330000,0.91137695,0.28149414,0.24731445,2.1362305,-1.4038085,-1.0986328
214,2025-03-14 17:00:05.340000,0.9121094,0.2854004,0.24731445,2.2583008,-1.586914,-1.0986328
215,2025-03-14 17:00:05.350000,0.91430664,0.28564453,0.2475586,2.380371,-1.586914,-1.2817382
216,2025-03-14 17:00:05.360000,0.9057617,0.27978516,0.24707031,2.6245115,-1.8920897,-1.3427733
217,2025-03-14 17:00:05.370000,0.8967285,0.2763672,0.23583984,3.173828,-2.1972656,-1.586914
218,2025-03-14 17:00:05.380000,0.8952637,0.27612305,0.2265625,3.9062498,-2.2583008,-1.6479491
219,2025-03-14 17:00:05.390000,0.89819336,0.27929688,0.22509766,4.333496,-2.5634763,-1.7089843
220,2025-03-14 17:00:05.400000,0.8996582,0.28271484,0.2277832,4.1503906,-2.807617,-1.8310546
221,2025-03-14 17:00:05.410000,0.9016113,0.28173828,0.22973633,3.5400388,-2.868652,-1.8310546
222,2025-03-14 17:00:05.420000,0.9094238,0.28686523,0.23242188,3.1127927,-3.3569334,-1.586914
223,2025-03-14 17:00:05.430000,0.9140625,0.28588867,0.22949219,2.6855466,-4.0893555,-1.4038085
224,2025-03-14 17:00:05.440000,0.9147949,0.2836914,0.2290039,2.6855466,-4.272461,-1.5258788
225,2025-03-14 17:00:05.450000,0.9145508,0.28710938,0.23095703,2.5634763,-4.211426,-1.4648436
226,2025-03-14 17:00:05.460000,0.9116211,0.2890625,0.22875977,2.4414062,-4.333496,-1.3427733
227,2025-03-14 17:00:05.470000,0.90966797,0.28979492,0.2277832,2.4414062,-4.4555664,-1.159668
228,2025-03-14 17:00:05.480000,0.9082031,0.29174805,0.22314453,2.5634763,-4.333496,-1.0986328
229,2025-03-14 17:00:05.490000,0.9074707,0.29516602,0.22363281,2.5634763,-4.5166016,-1.0375977
230,2025-03-14 17:00:05.500000,0.9086914,0.29418945,0.2253418,2.4414062,-4.9438477,-0.8544921
231,2025-03-14 17:00:05.510000,0.90844727,0.29516602,0.23486328,2.6245115,-5.249023,-0.793457
232,2025-03-14 17:00:05.520000,0.9121094,0.30126953,0.2355957,3.234863,-5.187988,-0.8544921
233,2025-03-14 17:00:05.530000,0.9128418,0.30419922,0.23217773,4.1503906,-5.187988,-1.2207031
234,2025-03-14 17:00:05.540000,0.91503906,0.29956055,0.22436523,4.211426,-4.4555664,-1.6479491
235,2025-03-14 17:00:05.550000,0.91503906,0.29492188,0.22241211,3.9062498,-3.173828,-2.0141602
236,2025-03-14 17:00:05.560000,0.9147949,0.28930664,0.22949219,4.1503906,-2.1972656,-2.380371
237,2025-03-14 17:00:05.570000,0.91186523,0.28808594,0.23486328,4.638672,-2.0751953,-2.5634763
238,2025-03-14 17:00:05.580000,0.90771484,0.28686523,0.23535156,5.187988,-2.7465818,-2.5024414
239,2025-03-14 17:00:05.590000,0.90527344,0.28857422,0.23168945,5.3710933,-3.6621091,-2.4414062
240,2025-03-14 17:00:05.600000,0.90478516,0.2890625,0.22460938,5.0659175,-4.272461,-2.2583008
241,2025-03-14 17:00:05.610000,0.90478516,0.28344727,0.21948242,4.9438477,-4.5776367,-2.319336
242,2025-03-14 17:00:05.620000,0.907959,0.28125,0.21728516,5.1269526,-4.8828125,-2.4414062
243,2025-03-14 17:00:05.629999,0.9091797,0.28125,0.2133789,5.3710933,-5.249023,-2.6245115
244,2025-03-14 17:00:05.639999,0.91186523,0.28125,0.2121582,5.4931636,-5.4321284,-2.9296873
245,2025-03-14 17:00:05.649999,0.91064453,0.2841797,0.20825195,5.3710933,-5.310058,-2.9296873
246,2025-03-14 17:00:05.659999,0.90527344,0.2902832,0.20117188,5.1269526,-4.9438477,-3.234863
247,2025-03-14 17:00:05.669999,0.9042969,0.29345703,0.19750977,5.0659175,-4.211426,-3.6621091
248,2025-03-14 17:00:05.679999,0.90478516,0.29223633,0.19189453,5.4321284,-3.601074,-3.7231443
249,2025-03-14 17:00:05.689999,0.9099121,0.29296875,0.19335938,6.103515,-3.4179685,-3.967285
250,2025-03-14 17:00:05.699999,0.91381836,0.29736328,0.19628906,6.5917964,-3.7231443,-4.0893555
