time,acc_is,acc_ml,acc_pa,gyr_is,gyr_ml,gyr_pa
2025-03-14 14:39:55.759000063+00:00,4.16014632,-6.57911574,4.9912200900000006,-0.671387,-1.953125,-0.427246
2025-03-14 14:39:55.769000053+00:00,4.19847399,-6.595881030000001,4.979242080000001,-0.671387,-2.624512,-0.305176
2025-03-14 14:39:55.779000044+00:00,4.25595078,-6.61744341,4.97684844,-0.549316,-3.051758,-0.183105
2025-03-14 14:39:55.789000034+00:00,4.33019286,-6.63660234,5.00080446,-0.366211,-3.173828,-0.305176
2025-03-14 14:39:55.799000025+00:00,4.41162567,-6.62223069,5.03672868,-0.244141,-2.807617,-0.305176
2025-03-14 14:39:55.809000015+00:00,4.4619215400000005,-6.6126463200000005,5.051100330000001,-0.183105,-1.89209,-0.183105
2025-03-14 14:39:55.819000006+00:00,4.49066484,-6.57911574,5.05828125,-0.244141,-0.488281,0.0
2025-03-14 14:39:55.828999996+00:00,4.44515625,-6.55516953,5.0606748900000005,-0.427246,1.159668,0.427246
2025-03-14 14:39:55.838999987+00:00,4.33977723,-6.5360106,5.07025926,-0.610352,2.746582,0.610352
2025-03-14 14:39:55.848999977+00:00,4.22002656,-6.5072673,5.09181183,-0.732422,3.78418,0.732422
2025-03-14 14:39:55.858999968+00:00,4.11943482,-6.512054580000001,5.13012969,-0.915527,3.967285,0.976563
2025-03-14 14:39:55.868999958+00:00,4.04278929,-6.543191520000001,5.14689498,-0.976563,3.173828,1.037598
2025-03-14 14:39:55.880000114+00:00,3.9948968700000003,-6.58150938,5.09899275,-1.098633,1.708984,0.854492
2025-03-14 14:39:55.890000105+00:00,4.016449440000001,-6.63180525,5.08463091,-0.976563,0.061035,0.671387
2025-03-14 14:39:55.900000095+00:00,4.06913895,-6.66773928,5.08941819,-0.610352,-1.342773,0.427246
2025-03-14 14:39:55.910000086+00:00,4.10745681,-6.66773928,5.07744018,-0.12207,-2.807617,0.183105
